fragment,api,relevance
"### Backing up SharedPreferences

When you instantiate a `SharedPreferencesBackupHelper`, you must include the name of one or more `SharedPreferences` files.

For example, to back up a `SharedPreferences` file named ""user_preferences"", a complete backup agent using `BackupAgentHelper` looks like this:
    
    
     public class MyPrefsBackupAgent extends BackupAgentHelper {     // The name of the SharedPreferences file     static final String PREFS = ""user_preferences"";      // A key to uniquely identify the set of backup data     static final String PREFS_BACKUP_KEY = ""prefs"";      // Allocate a helper and add it to the backup agent     @Override     public void onCreate() {         SharedPreferencesBackupHelper helper = new SharedPreferencesBackupHelper(this, PREFS);         addHelper(PREFS_BACKUP_KEY, helper);     } } 

That's it! That's your entire backup agent. The `SharedPreferencesBackupHelper` includes all the code needed to backup and restore a `SharedPreferences` file.

When the Backup Manager calls `onBackup()` and `onRestore()`, `BackupAgentHelper` calls your backup helpers to perform backup and restore for your specified files.

Note: `SharedPreferences` are threadsafe, so you can safely read and write the shared preferences file from your backup agent and other activities.",SharedPreferences,0
"## Using Shared Preferences

The `SharedPreferences` class provides a general framework that allows you to save and retrieve persistent key-value pairs of primitive data types. You can use `SharedPreferences` to save any primitive data: booleans, floats, ints, longs, and strings. This data will persist across user sessions (even if your application is killed).",SharedPreferences,1
"### User Preferences

Shared preferences are not strictly for saving ""user preferences,"" such as what ringtone a user has chosen. If you're interested in creating user preferences for your application, see `PreferenceActivity`, which provides an Activity framework for you to create user preferences, which will be automatically persisted (using shared preferences).

To get a `SharedPreferences` object for your application, use one of two methods:

  * `getSharedPreferences()` \- Use this if you need multiple preferences files identified by name, which you specify with the first parameter.
  * `getPreferences()` \- Use this if you need only one preferences file for your Activity. Because this will be the only preferences file for your Activity, you don't supply a name.



To write values:

  1. Call `edit()` to get a `SharedPreferences.Editor`.
  2. Add values with methods such as `putBoolean()` and `putString()`.
  3. Commit the new values with `commit()`



To read values, use `SharedPreferences` methods such as `getBoolean()` and `getString()`.

Here is an example that saves a preference for silent keypress mode in a calculator: 
    
    
     public class Calc extends Activity {     public static final String PREFS_NAME = ""MyPrefsFile"";      @Override     protected void onCreate(Bundle state){        super.onCreate(state);        . . .         // Restore preferences        SharedPreferences settings = getSharedPreferences(PREFS_NAME, 0);        boolean silent = settings.getBoolean(""silentMode"", false);        setSilent(silent);     }      @Override     protected void onStop(){        super.onStop();        // We need an Editor object to make preference changes.       // All objects are from android.context.Context       SharedPreferences settings = getSharedPreferences(PREFS_NAME, 0);       SharedPreferences.Editor editor = settings.edit();       editor.putBoolean(""silentMode"", mSilentMode);        // Commit the edits!       editor.commit();     } }",SharedPreferences,1
"## The Basics

To backup your application data, you need to implement a backup agent. Your backup agent is called by the Backup Manager to provide the data you want to back up. It is also called to restore your backup data when the application is re-installed. The Backup Manager handles all your data transactions with the cloud storage (using the backup transport) and your backup agent handles all your data transactions on the device.

To implement a backup agent, you must:

  1. Declare your backup agent in your manifest file with the `android:backupAgent` attribute.
  2. Register your application with a backup service. Google offers Android Backup Service as a backup service for most Android-powered devices, which requires that you register your application in order for it to work. Any other backup services available might also require you to register in order to store your data on their servers.
  3. Define a backup agent by either:

     1. Extending BackupAgent

The `BackupAgent` class provides the central interface with which your application communicates with the Backup Manager. If you extend this class directly, you must override `onBackup()` and `onRestore()` to handle the backup and restore operations for your data.

Or

     2. Extending BackupAgentHelper

The `BackupAgentHelper` class provides a convenient wrapper around the `BackupAgent` class, which minimizes the amount of code you need to write. In your `BackupAgentHelper`, you must use one or more ""helper"" objects, which automatically backup and restore certain types of data, so that you do not need to implement `onBackup()` and `onRestore()`.

Android currently provides backup helpers that will backup and restore complete files from `SharedPreferences` and internal storage.",BackupAgentHelper,1
"## Extending BackupAgentHelper

You should build your backup agent using `BackupAgentHelper` if you want to back up complete files (from either `SharedPreferences` or internal storage). Building your backup agent with `BackupAgentHelper` requires far less code than extending `BackupAgent`, because you don't have to implement `onBackup()` and `onRestore()`.

Your implementation of `BackupAgentHelper` must use one or more backup helpers. A backup helper is a specialized component that `BackupAgentHelper` summons to perform backup and restore operations for a particular type of data. The Android framework currently provides two different helpers:

  * `SharedPreferencesBackupHelper` to backup `SharedPreferences` files.
  * `FileBackupHelper` to backup files from internal storage.



You can include multiple helpers in your `BackupAgentHelper`, but only one helper is needed for each data type. That is, if you have multiple `SharedPreferences` files, then you need only one `SharedPreferencesBackupHelper`.

For each helper you want to add to your `BackupAgentHelper`, you must do the following during your `onCreate()` method:

  1. Instantiate in instance of the desired helper class. In the class constructor, you must specify the appropriate file(s) you want to backup.
  2. Call `addHelper()` to add the helper to your `BackupAgentHelper`.



The following sections describe how to create a backup agent using each of the available helpers.",BackupAgentHelper,0
"### Backing up SharedPreferences

When you instantiate a `SharedPreferencesBackupHelper`, you must include the name of one or more `SharedPreferences` files.

For example, to back up a `SharedPreferences` file named ""user_preferences"", a complete backup agent using `BackupAgentHelper` looks like this:
    
    
     public class MyPrefsBackupAgent extends BackupAgentHelper {     // The name of the SharedPreferences file     static final String PREFS = ""user_preferences"";      // A key to uniquely identify the set of backup data     static final String PREFS_BACKUP_KEY = ""prefs"";      // Allocate a helper and add it to the backup agent     @Override     public void onCreate() {         SharedPreferencesBackupHelper helper = new SharedPreferencesBackupHelper(this, PREFS);         addHelper(PREFS_BACKUP_KEY, helper);     } } 

That's it! That's your entire backup agent. The `SharedPreferencesBackupHelper` includes all the code needed to backup and restore a `SharedPreferences` file.

When the Backup Manager calls `onBackup()` and `onRestore()`, `BackupAgentHelper` calls your backup helpers to perform backup and restore for your specified files.

Note: `SharedPreferences` are threadsafe, so you can safely read and write the shared preferences file from your backup agent and other activities.",BackupAgentHelper,1
"### Backing up other files

When you instantiate a `FileBackupHelper`, you must include the name of one or more files that are saved to your application's internal storage (as specified by `getFilesDir()`, which is the same location where `openFileOutput()` writes files).

For example, to backup two files named ""scores"" and ""stats,"" a backup agent using `BackupAgentHelper` looks like this:
    
    
     public class MyFileBackupAgent extends BackupAgentHelper {     // The name of the file     static final String TOP_SCORES = ""scores"";     static final String PLAYER_STATS = ""stats"";      // A key to uniquely identify the set of backup data     static final String FILES_BACKUP_KEY = ""myfiles"";      // Allocate a helper and add it to the backup agent     void onCreate() {         FileBackupHelper helper = new FileBackupHelper(this, TOP_SCORES, PLAYER_STATS);         addHelper(FILES_BACKUP_KEY, helper);     } } 

The `FileBackupHelper` includes all the code necessary to backup and restore files that are saved to your application's internal storage..

However, reading and writing to files on internal storage is not threadsafe. To ensure that your backup agent does not read or write your files at the same time as your activities, you must use synchronized statements each time you perform a read or write. For example, in any Activity where you read and write the file, you need an object to use as the intrinsic lock for the synchronized statements:
    
    
     // Object for intrinsic lock static final Object sDataLock = new Object(); 

Then create a synchronized statement with this lock each time you read or write the files. For example, here's a synchronized statement for writing the latest score in a game to a file:
    
    
     try {     synchronized (MyActivity.sDataLock) {         File dataFile = new File(getFilesDir(), TOP_SCORES);         RandomAccessFile raFile = new RandomAccessFile(dataFile, ""rw"");         raFile.writeInt(score);     } } catch (IOException e) {     Log.e(TAG, ""Unable to write to file""); } 

You should synchronize your read statements with the same lock.

Then, in your `BackupAgentHelper`, you must override `onBackup()` and `onRestore()` to synchronize the backup and restore operations with the same intrinsic lock. For example, the `MyFileBackupAgent` example from above needs the following methods:
    
    
     @Override public void onBackup(ParcelFileDescriptor oldState, BackupDataOutput data,           ParcelFileDescriptor newState) throws IOException {     // Hold the lock while the FileBackupHelper performs backup     synchronized (MyActivity.sDataLock) {         super.onBackup(oldState, data, newState);     } }  @Override public void onRestore(BackupDataInput data, int appVersionCode,         ParcelFileDescriptor newState) throws IOException {     // Hold the lock while the FileBackupHelper restores the file     synchronized (MyActivity.sDataLock) {         super.onRestore(data, appVersionCode, newState);     } } 

That's it. All you need to do is add your `FileBackupHelper` in the `onCreate()` method and override `onBackup()` and `onRestore()` to synchronize read and write operations.

For an example implementation of `BackupAgentHelper` with `FileBackupHelper`, see the `FileHelperExampleAgent` class in the Backup and Restore sample application.",BackupAgentHelper,1
"## The Basics

To backup your application data, you need to implement a backup agent. Your backup agent is called by the Backup Manager to provide the data you want to back up. It is also called to restore your backup data when the application is re-installed. The Backup Manager handles all your data transactions with the cloud storage (using the backup transport) and your backup agent handles all your data transactions on the device.

To implement a backup agent, you must:

  1. Declare your backup agent in your manifest file with the `android:backupAgent` attribute.
  2. Register your application with a backup service. Google offers Android Backup Service as a backup service for most Android-powered devices, which requires that you register your application in order for it to work. Any other backup services available might also require you to register in order to store your data on their servers.
  3. Define a backup agent by either:

     1. Extending BackupAgent

The `BackupAgent` class provides the central interface with which your application communicates with the Backup Manager. If you extend this class directly, you must override `onBackup()` and `onRestore()` to handle the backup and restore operations for your data.

Or

     2. Extending BackupAgentHelper

The `BackupAgentHelper` class provides a convenient wrapper around the `BackupAgent` class, which minimizes the amount of code you need to write. In your `BackupAgentHelper`, you must use one or more ""helper"" objects, which automatically backup and restore certain types of data, so that you do not need to implement `onBackup()` and `onRestore()`.

Android currently provides backup helpers that will backup and restore complete files from `SharedPreferences` and internal storage.",BackupAgent,1
"## Extending BackupAgent

Most applications shouldn't need to extend the `BackupAgent` class directly, but should instead extend BackupAgentHelper to take advantage of the built-in helper classes that automatically backup and restore your files. However, you might want to extend `BackupAgent` directly if you need to:

  * Version your data format. For instance, if you anticipate the need to revise the format in which you write your application data, you can build a backup agent to cross-check your application version during a restore operation and perform any necessary compatibility work if the version on the device is different than that of the backup data. For more information, see Checking the Restore Data Version.
  * Instead of backing up an entire file, you can specify the portions of data the should be backed up and how each portion is then restored to the device. (This can also help you manage different versions, because you read and write your data as unique entities, rather than complete files.)
  * Back up data in a database. If you have an SQLite database that you want to restore when the user re-installs your application, you need to build a custom `BackupAgent` that reads the appropriate data during a backup operation, then create your table and insert the data during a restore operation.



If you don't need to perform any of the tasks above and want to back up complete files from `SharedPreferences` or internal storage, you should skip to Extending BackupAgentHelper.",BackupAgent,1
"### Required Methods

When you create a backup agent by extending `BackupAgent`, you must implement the following callback methods:

`onBackup()`
     The Backup Manager calls this method after you request a backup. In this method, you read your application data from the device and pass the data you want to back up to the Backup Manager, as described below in Performing backup. 
`onRestore()`
     The Backup Manager calls this method during a restore operation (you can request a restore, but the system automatically performs restore when the user re-installs your application). When it calls this method, the Backup Manager delivers your backup data, which you then restore to the device, as described below in Performing restore.",BackupAgent,1
