fragment,api,relevance
"### ClipData convenience methods

The `ClipData` class provides static convenience methods for creating a `ClipData` object with a single `ClipData.Item` object and a simple `ClipDescription` object: 

`newPlainText(label, text)`
     Returns a `ClipData` object whose single `ClipData.Item` object contains a text string. The `ClipDescription` object's label is set to `label`. The single MIME type in `ClipDescription` is `MIMETYPE_TEXT_PLAIN`. 

Use `newPlainText()` to create a clip from a text string. 

`newUri(resolver, label, URI)`
     Returns a `ClipData` object whose single `ClipData.Item` object contains a URI. The `ClipDescription` object's label is set to `label`. If the URI is a content URI ( `Uri.getScheme()` returns `content:`), the method uses the `ContentResolver` object provided in `resolver` to retrieve the available MIME types from the content provider and store them in `ClipDescription`. For a URI that is not a `content:` URI, the method sets the MIME type to `MIMETYPE_TEXT_URILIST`. 

Use `newUri()` to create a clip from a URI, particularly a `content:` URI. 

`newIntent(label, intent)`
     Returns a `ClipData` object whose single `ClipData.Item` object contains an `Intent`. The `ClipDescription` object's label is set to `label`. The MIME type is set to `MIMETYPE_TEXT_INTENT`. 

Use `newIntent()` to create a clip from an Intent object.",ClipDescription,1
"### ClipData convenience methods

The `ClipData` class provides static convenience methods for creating a `ClipData` object with a single `ClipData.Item` object and a simple `ClipDescription` object: 

`newPlainText(label, text)`
     Returns a `ClipData` object whose single `ClipData.Item` object contains a text string. The `ClipDescription` object's label is set to `label`. The single MIME type in `ClipDescription` is `MIMETYPE_TEXT_PLAIN`. 

Use `newPlainText()` to create a clip from a text string. 

`newUri(resolver, label, URI)`
     Returns a `ClipData` object whose single `ClipData.Item` object contains a URI. The `ClipDescription` object's label is set to `label`. If the URI is a content URI ( `Uri.getScheme()` returns `content:`), the method uses the `ContentResolver` object provided in `resolver` to retrieve the available MIME types from the content provider and store them in `ClipDescription`. For a URI that is not a `content:` URI, the method sets the MIME type to `MIMETYPE_TEXT_URILIST`. 

Use `newUri()` to create a clip from a URI, particularly a `content:` URI. 

`newIntent(label, intent)`
     Returns a `ClipData` object whose single `ClipData.Item` object contains an `Intent`. The `ClipDescription` object's label is set to `label`. The MIME type is set to `MIMETYPE_TEXT_INTENT`. 

Use `newIntent()` to create a clip from an Intent object.",Item,0
"### ClipData convenience methods

The `ClipData` class provides static convenience methods for creating a `ClipData` object with a single `ClipData.Item` object and a simple `ClipDescription` object: 

`newPlainText(label, text)`
     Returns a `ClipData` object whose single `ClipData.Item` object contains a text string. The `ClipDescription` object's label is set to `label`. The single MIME type in `ClipDescription` is `MIMETYPE_TEXT_PLAIN`. 

Use `newPlainText()` to create a clip from a text string. 

`newUri(resolver, label, URI)`
     Returns a `ClipData` object whose single `ClipData.Item` object contains a URI. The `ClipDescription` object's label is set to `label`. If the URI is a content URI ( `Uri.getScheme()` returns `content:`), the method uses the `ContentResolver` object provided in `resolver` to retrieve the available MIME types from the content provider and store them in `ClipDescription`. For a URI that is not a `content:` URI, the method sets the MIME type to `MIMETYPE_TEXT_URILIST`. 

Use `newUri()` to create a clip from a URI, particularly a `content:` URI. 

`newIntent(label, intent)`
     Returns a `ClipData` object whose single `ClipData.Item` object contains an `Intent`. The `ClipDescription` object's label is set to `label`. The MIME type is set to `MIMETYPE_TEXT_INTENT`. 

Use `newIntent()` to create a clip from an Intent object.",ContentResolver,0
"ClipData.Item, and ClipDescription"",""

### ClipData, ClipData.Item, and ClipDescription

To add data to the clipboard, you create a `ClipData` object that contains both a description of the data and the data itself. The clipboard holds only one `ClipData` at a time. A `ClipData` contains a `ClipDescription` object and one or more `ClipData.Item` objects. 

A `ClipDescription` object contains metadata about the clip. In particular, it contains an array of available MIME types for the clip's data. When you put a clip on the clipboard, this array is available to pasting applications, which can examine it to see if they can handle any of available the MIME types. 

A `ClipData.Item` object contains the text, URI, or Intent data: 

Text 
     A `CharSequence`. 
URI 
     A `Uri`. This usually contains a content provider URI, although any URI is allowed. The application that provides the data puts the URI on the clipboard. Applications that want to paste the data get the URI from the clipboard and use it to access the content provider (or other data source) and retrieve the data. 
Intent 
     An `Intent`. This data type allows you to copy an application shortcut to the clipboard. Users can then paste the shortcut into their applications for later use. 

You can add more than one `ClipData.Item` object to a clip. This allows users to copy and paste multiple selections as a single clip. For example, if you have a list widget that allows the user to select more than one item at a time, you can copy all the items to the clipboard at once. To do this, you create a separate `ClipData.Item` for each list item, and then you add the `ClipData.Item` objects to the `ClipData` object.",Uri,1
"ClipData.Item, and ClipDescription"",""

### ClipData, ClipData.Item, and ClipDescription

To add data to the clipboard, you create a `ClipData` object that contains both a description of the data and the data itself. The clipboard holds only one `ClipData` at a time. A `ClipData` contains a `ClipDescription` object and one or more `ClipData.Item` objects. 

A `ClipDescription` object contains metadata about the clip. In particular, it contains an array of available MIME types for the clip's data. When you put a clip on the clipboard, this array is available to pasting applications, which can examine it to see if they can handle any of available the MIME types. 

A `ClipData.Item` object contains the text, URI, or Intent data: 

Text 
     A `CharSequence`. 
URI 
     A `Uri`. This usually contains a content provider URI, although any URI is allowed. The application that provides the data puts the URI on the clipboard. Applications that want to paste the data get the URI from the clipboard and use it to access the content provider (or other data source) and retrieve the data. 
Intent 
     An `Intent`. This data type allows you to copy an application shortcut to the clipboard. Users can then paste the shortcut into their applications for later use. 

You can add more than one `ClipData.Item` object to a clip. This allows users to copy and paste multiple selections as a single clip. For example, if you have a list widget that allows the user to select more than one item at a time, you can copy all the items to the clipboard at once. To do this, you create a separate `ClipData.Item` for each list item, and then you add the `ClipData.Item` objects to the `ClipData` object.",Intent,1
"ClipData.Item, and ClipDescription"",""

### ClipData, ClipData.Item, and ClipDescription

To add data to the clipboard, you create a `ClipData` object that contains both a description of the data and the data itself. The clipboard holds only one `ClipData` at a time. A `ClipData` contains a `ClipDescription` object and one or more `ClipData.Item` objects. 

A `ClipDescription` object contains metadata about the clip. In particular, it contains an array of available MIME types for the clip's data. When you put a clip on the clipboard, this array is available to pasting applications, which can examine it to see if they can handle any of available the MIME types. 

A `ClipData.Item` object contains the text, URI, or Intent data: 

Text 
     A `CharSequence`. 
URI 
     A `Uri`. This usually contains a content provider URI, although any URI is allowed. The application that provides the data puts the URI on the clipboard. Applications that want to paste the data get the URI from the clipboard and use it to access the content provider (or other data source) and retrieve the data. 
Intent 
     An `Intent`. This data type allows you to copy an application shortcut to the clipboard. Users can then paste the shortcut into their applications for later use. 

You can add more than one `ClipData.Item` object to a clip. This allows users to copy and paste multiple selections as a single clip. For example, if you have a list widget that allows the user to select more than one item at a time, you can copy all the items to the clipboard at once. To do this, you create a separate `ClipData.Item` for each list item, and then you add the `ClipData.Item` objects to the `ClipData` object.",ClipData,1
"ClipData.Item, and ClipDescription"",""

### ClipData, ClipData.Item, and ClipDescription

To add data to the clipboard, you create a `ClipData` object that contains both a description of the data and the data itself. The clipboard holds only one `ClipData` at a time. A `ClipData` contains a `ClipDescription` object and one or more `ClipData.Item` objects. 

A `ClipDescription` object contains metadata about the clip. In particular, it contains an array of available MIME types for the clip's data. When you put a clip on the clipboard, this array is available to pasting applications, which can examine it to see if they can handle any of available the MIME types. 

A `ClipData.Item` object contains the text, URI, or Intent data: 

Text 
     A `CharSequence`. 
URI 
     A `Uri`. This usually contains a content provider URI, although any URI is allowed. The application that provides the data puts the URI on the clipboard. Applications that want to paste the data get the URI from the clipboard and use it to access the content provider (or other data source) and retrieve the data. 
Intent 
     An `Intent`. This data type allows you to copy an application shortcut to the clipboard. Users can then paste the shortcut into their applications for later use. 

You can add more than one `ClipData.Item` object to a clip. This allows users to copy and paste multiple selections as a single clip. For example, if you have a list widget that allows the user to select more than one item at a time, you can copy all the items to the clipboard at once. To do this, you create a separate `ClipData.Item` for each list item, and then you add the `ClipData.Item` objects to the `ClipData` object.",CharSequence,0
"ClipData.Item, and ClipDescription"",""

### ClipData, ClipData.Item, and ClipDescription

To add data to the clipboard, you create a `ClipData` object that contains both a description of the data and the data itself. The clipboard holds only one `ClipData` at a time. A `ClipData` contains a `ClipDescription` object and one or more `ClipData.Item` objects. 

A `ClipDescription` object contains metadata about the clip. In particular, it contains an array of available MIME types for the clip's data. When you put a clip on the clipboard, this array is available to pasting applications, which can examine it to see if they can handle any of available the MIME types. 

A `ClipData.Item` object contains the text, URI, or Intent data: 

Text 
     A `CharSequence`. 
URI 
     A `Uri`. This usually contains a content provider URI, although any URI is allowed. The application that provides the data puts the URI on the clipboard. Applications that want to paste the data get the URI from the clipboard and use it to access the content provider (or other data source) and retrieve the data. 
Intent 
     An `Intent`. This data type allows you to copy an application shortcut to the clipboard. Users can then paste the shortcut into their applications for later use. 

You can add more than one `ClipData.Item` object to a clip. This allows users to copy and paste multiple selections as a single clip. For example, if you have a list widget that allows the user to select more than one item at a time, you can copy all the items to the clipboard at once. To do this, you create a separate `ClipData.Item` for each list item, and then you add the `ClipData.Item` objects to the `ClipData` object.",ClipDescription,1
"ClipData.Item, and ClipDescription"",""

### ClipData, ClipData.Item, and ClipDescription

To add data to the clipboard, you create a `ClipData` object that contains both a description of the data and the data itself. The clipboard holds only one `ClipData` at a time. A `ClipData` contains a `ClipDescription` object and one or more `ClipData.Item` objects. 

A `ClipDescription` object contains metadata about the clip. In particular, it contains an array of available MIME types for the clip's data. When you put a clip on the clipboard, this array is available to pasting applications, which can examine it to see if they can handle any of available the MIME types. 

A `ClipData.Item` object contains the text, URI, or Intent data: 

Text 
     A `CharSequence`. 
URI 
     A `Uri`. This usually contains a content provider URI, although any URI is allowed. The application that provides the data puts the URI on the clipboard. Applications that want to paste the data get the URI from the clipboard and use it to access the content provider (or other data source) and retrieve the data. 
Intent 
     An `Intent`. This data type allows you to copy an application shortcut to the clipboard. Users can then paste the shortcut into their applications for later use. 

You can add more than one `ClipData.Item` object to a clip. This allows users to copy and paste multiple selections as a single clip. For example, if you have a list widget that allows the user to select more than one item at a time, you can copy all the items to the clipboard at once. To do this, you create a separate `ClipData.Item` for each list item, and then you add the `ClipData.Item` objects to the `ClipData` object.",Item,1
"### Coercing the clipboard data to text

Even if your application only handles text, you can copy non-text data from the clipboard by converting it with the method `ClipData.Item.coerceToText()`. 

This method converts the data in `ClipData.Item` to text and returns a `CharSequence`. The value that `ClipData.Item.coerceToText()` returns is based on the form of data in `ClipData.Item`: 

Text
     If `ClipData.Item` is text ( `getText()` is not null), `coerceToText()` returns the text. 
URI
     If `ClipData.Item` is a URI ( `getUri()` is not null), `coerceToText()` tries to use it as a content URI: 

  * If the URI is a content URI and the provider can return a text stream, `coerceToText()` returns a text stream. 
  * If the URI is a content URI but the provider does not offer a text stream, `coerceToText()` returns a representation of the URI. The representation is the same as that returned by `Uri.toString()`. 
  * If the URI is not a content URI, `coerceToText()` returns a representation of the URI. The representation is the same as that returned by `Uri.toString()`. 


Intent
     If `ClipData.Item` is an Intent ( `getIntent()` is not null), `coerceToText()` converts it to an Intent URI and returns it. The representation is the same as that returned by `Intent.toUri(URI_INTENT_SCHEME)`. 

The clipboard framework is summarized in Figure 1. To copy data, an application puts a `ClipData` object on the `ClipboardManager` global clipboard. The `ClipData` contains one or more `ClipData.Item` objects and one `ClipDescription` object. To paste data, an application gets the `ClipData`, gets its MIME type from the `ClipDescription`, and gets the data either from the `ClipData.Item` or from the content provider referred to by `ClipData.Item`. 

Figure 1. The Android clipboard framework",Uri,0
"### Coercing the clipboard data to text

Even if your application only handles text, you can copy non-text data from the clipboard by converting it with the method `ClipData.Item.coerceToText()`. 

This method converts the data in `ClipData.Item` to text and returns a `CharSequence`. The value that `ClipData.Item.coerceToText()` returns is based on the form of data in `ClipData.Item`: 

Text
     If `ClipData.Item` is text ( `getText()` is not null), `coerceToText()` returns the text. 
URI
     If `ClipData.Item` is a URI ( `getUri()` is not null), `coerceToText()` tries to use it as a content URI: 

  * If the URI is a content URI and the provider can return a text stream, `coerceToText()` returns a text stream. 
  * If the URI is a content URI but the provider does not offer a text stream, `coerceToText()` returns a representation of the URI. The representation is the same as that returned by `Uri.toString()`. 
  * If the URI is not a content URI, `coerceToText()` returns a representation of the URI. The representation is the same as that returned by `Uri.toString()`. 


Intent
     If `ClipData.Item` is an Intent ( `getIntent()` is not null), `coerceToText()` converts it to an Intent URI and returns it. The representation is the same as that returned by `Intent.toUri(URI_INTENT_SCHEME)`. 

The clipboard framework is summarized in Figure 1. To copy data, an application puts a `ClipData` object on the `ClipboardManager` global clipboard. The `ClipData` contains one or more `ClipData.Item` objects and one `ClipDescription` object. To paste data, an application gets the `ClipData`, gets its MIME type from the `ClipDescription`, and gets the data either from the `ClipData.Item` or from the content provider referred to by `ClipData.Item`. 

Figure 1. The Android clipboard framework",Intent,1
"### Coercing the clipboard data to text

Even if your application only handles text, you can copy non-text data from the clipboard by converting it with the method `ClipData.Item.coerceToText()`. 

This method converts the data in `ClipData.Item` to text and returns a `CharSequence`. The value that `ClipData.Item.coerceToText()` returns is based on the form of data in `ClipData.Item`: 

Text
     If `ClipData.Item` is text ( `getText()` is not null), `coerceToText()` returns the text. 
URI
     If `ClipData.Item` is a URI ( `getUri()` is not null), `coerceToText()` tries to use it as a content URI: 

  * If the URI is a content URI and the provider can return a text stream, `coerceToText()` returns a text stream. 
  * If the URI is a content URI but the provider does not offer a text stream, `coerceToText()` returns a representation of the URI. The representation is the same as that returned by `Uri.toString()`. 
  * If the URI is not a content URI, `coerceToText()` returns a representation of the URI. The representation is the same as that returned by `Uri.toString()`. 


Intent
     If `ClipData.Item` is an Intent ( `getIntent()` is not null), `coerceToText()` converts it to an Intent URI and returns it. The representation is the same as that returned by `Intent.toUri(URI_INTENT_SCHEME)`. 

The clipboard framework is summarized in Figure 1. To copy data, an application puts a `ClipData` object on the `ClipboardManager` global clipboard. The `ClipData` contains one or more `ClipData.Item` objects and one `ClipDescription` object. To paste data, an application gets the `ClipData`, gets its MIME type from the `ClipDescription`, and gets the data either from the `ClipData.Item` or from the content provider referred to by `ClipData.Item`. 

Figure 1. The Android clipboard framework",ClipboardManager,0
"### Coercing the clipboard data to text

Even if your application only handles text, you can copy non-text data from the clipboard by converting it with the method `ClipData.Item.coerceToText()`. 

This method converts the data in `ClipData.Item` to text and returns a `CharSequence`. The value that `ClipData.Item.coerceToText()` returns is based on the form of data in `ClipData.Item`: 

Text
     If `ClipData.Item` is text ( `getText()` is not null), `coerceToText()` returns the text. 
URI
     If `ClipData.Item` is a URI ( `getUri()` is not null), `coerceToText()` tries to use it as a content URI: 

  * If the URI is a content URI and the provider can return a text stream, `coerceToText()` returns a text stream. 
  * If the URI is a content URI but the provider does not offer a text stream, `coerceToText()` returns a representation of the URI. The representation is the same as that returned by `Uri.toString()`. 
  * If the URI is not a content URI, `coerceToText()` returns a representation of the URI. The representation is the same as that returned by `Uri.toString()`. 


Intent
     If `ClipData.Item` is an Intent ( `getIntent()` is not null), `coerceToText()` converts it to an Intent URI and returns it. The representation is the same as that returned by `Intent.toUri(URI_INTENT_SCHEME)`. 

The clipboard framework is summarized in Figure 1. To copy data, an application puts a `ClipData` object on the `ClipboardManager` global clipboard. The `ClipData` contains one or more `ClipData.Item` objects and one `ClipDescription` object. To paste data, an application gets the `ClipData`, gets its MIME type from the `ClipDescription`, and gets the data either from the `ClipData.Item` or from the content provider referred to by `ClipData.Item`. 

Figure 1. The Android clipboard framework",ClipData,0
"### Coercing the clipboard data to text

Even if your application only handles text, you can copy non-text data from the clipboard by converting it with the method `ClipData.Item.coerceToText()`. 

This method converts the data in `ClipData.Item` to text and returns a `CharSequence`. The value that `ClipData.Item.coerceToText()` returns is based on the form of data in `ClipData.Item`: 

Text
     If `ClipData.Item` is text ( `getText()` is not null), `coerceToText()` returns the text. 
URI
     If `ClipData.Item` is a URI ( `getUri()` is not null), `coerceToText()` tries to use it as a content URI: 

  * If the URI is a content URI and the provider can return a text stream, `coerceToText()` returns a text stream. 
  * If the URI is a content URI but the provider does not offer a text stream, `coerceToText()` returns a representation of the URI. The representation is the same as that returned by `Uri.toString()`. 
  * If the URI is not a content URI, `coerceToText()` returns a representation of the URI. The representation is the same as that returned by `Uri.toString()`. 


Intent
     If `ClipData.Item` is an Intent ( `getIntent()` is not null), `coerceToText()` converts it to an Intent URI and returns it. The representation is the same as that returned by `Intent.toUri(URI_INTENT_SCHEME)`. 

The clipboard framework is summarized in Figure 1. To copy data, an application puts a `ClipData` object on the `ClipboardManager` global clipboard. The `ClipData` contains one or more `ClipData.Item` objects and one `ClipDescription` object. To paste data, an application gets the `ClipData`, gets its MIME type from the `ClipDescription`, and gets the data either from the `ClipData.Item` or from the content provider referred to by `ClipData.Item`. 

Figure 1. The Android clipboard framework",CharSequence,0
"### Coercing the clipboard data to text

Even if your application only handles text, you can copy non-text data from the clipboard by converting it with the method `ClipData.Item.coerceToText()`. 

This method converts the data in `ClipData.Item` to text and returns a `CharSequence`. The value that `ClipData.Item.coerceToText()` returns is based on the form of data in `ClipData.Item`: 

Text
     If `ClipData.Item` is text ( `getText()` is not null), `coerceToText()` returns the text. 
URI
     If `ClipData.Item` is a URI ( `getUri()` is not null), `coerceToText()` tries to use it as a content URI: 

  * If the URI is a content URI and the provider can return a text stream, `coerceToText()` returns a text stream. 
  * If the URI is a content URI but the provider does not offer a text stream, `coerceToText()` returns a representation of the URI. The representation is the same as that returned by `Uri.toString()`. 
  * If the URI is not a content URI, `coerceToText()` returns a representation of the URI. The representation is the same as that returned by `Uri.toString()`. 


Intent
     If `ClipData.Item` is an Intent ( `getIntent()` is not null), `coerceToText()` converts it to an Intent URI and returns it. The representation is the same as that returned by `Intent.toUri(URI_INTENT_SCHEME)`. 

The clipboard framework is summarized in Figure 1. To copy data, an application puts a `ClipData` object on the `ClipboardManager` global clipboard. The `ClipData` contains one or more `ClipData.Item` objects and one `ClipDescription` object. To paste data, an application gets the `ClipData`, gets its MIME type from the `ClipDescription`, and gets the data either from the `ClipData.Item` or from the content provider referred to by `ClipData.Item`. 

Figure 1. The Android clipboard framework",ClipDescription,0
"### Coercing the clipboard data to text

Even if your application only handles text, you can copy non-text data from the clipboard by converting it with the method `ClipData.Item.coerceToText()`. 

This method converts the data in `ClipData.Item` to text and returns a `CharSequence`. The value that `ClipData.Item.coerceToText()` returns is based on the form of data in `ClipData.Item`: 

Text
     If `ClipData.Item` is text ( `getText()` is not null), `coerceToText()` returns the text. 
URI
     If `ClipData.Item` is a URI ( `getUri()` is not null), `coerceToText()` tries to use it as a content URI: 

  * If the URI is a content URI and the provider can return a text stream, `coerceToText()` returns a text stream. 
  * If the URI is a content URI but the provider does not offer a text stream, `coerceToText()` returns a representation of the URI. The representation is the same as that returned by `Uri.toString()`. 
  * If the URI is not a content URI, `coerceToText()` returns a representation of the URI. The representation is the same as that returned by `Uri.toString()`. 


Intent
     If `ClipData.Item` is an Intent ( `getIntent()` is not null), `coerceToText()` converts it to an Intent URI and returns it. The representation is the same as that returned by `Intent.toUri(URI_INTENT_SCHEME)`. 

The clipboard framework is summarized in Figure 1. To copy data, an application puts a `ClipData` object on the `ClipboardManager` global clipboard. The `ClipData` contains one or more `ClipData.Item` objects and one `ClipDescription` object. To paste data, an application gets the `ClipData`, gets its MIME type from the `ClipDescription`, and gets the data either from the `ClipData.Item` or from the content provider referred to by `ClipData.Item`. 

Figure 1. The Android clipboard framework",Item,0
